go:0108	shipped	~/work/zap/zip/load.go:399 Load mounts a plugin that starts on the first request, :135 IdleAfter evicts it when traffic stops, and :852 supervise restarts it with capped backoff. The warm ceiling is derived from the container memory request at cloud/manifest/plugin.go:243 Warm()
go:0114	partial	cloud/zapface/dispatch.go decodes a ZAP call and replays it through the whole Fiber app, and notify/internal/zaprpc/zaprpc.go carries the dot-prefixed RPC surface. Nothing implements the inter-VM thinking-chain hop the Draft is about
go:0117	partial	two of the three topologies are in the binary and the second is not the one the HIP names. cloud/cli/cluster.go has exactly two subcommands, `status` (:175) and `up` (:192): `cluster up` does fetch k3s rather than embed it (cluster.go:216 appends step{"install k3s", installK3s} when the node has none, and :294 runs `curl -sfL https://get.k3s.io | sh -`), but it installs no operator and applies no services.hanzo.ai CR — the word operator appears in that file only in comments about people. There is no `cluster init`, and no `serve` verb either: cloud/cli/cli_test.go:280 enumerates every command the binary runs itself and `serve` is absent; the host serves by default from cloud/cmd/cloud/main.go. Mode three is real at cloud/helm/cloud/Chart.yaml
go:0118	shipped	gateway/cmd/admin-guard/main.go is the single ForwardAuth gate: owner == AdminOrg reaches every admin surface, a brand-org admin reaches only admin.<brand>, and a non-admin is redirected rather than refused with 403
go:0119	shipped	cloud/serve.go:727 healthMux serves /healthz, /readyz (503 while draining) and /metrics on the ops listener only; config.go:310 binds :8080 from CLOUD_LISTEN and :328 binds 127.0.0.1:9090 from CLOUD_HEALTH_LISTEN — the two-listener split the HIP makes the contract
go:0120	shipped	~/work/zap/zip/transport.go:65 DefaultScheme = "zap", so a bare address is ZAP and HTTP needs an explicit scheme. The conformance gate the HIP defines — zero first-party google.golang.org/grpc imports, measured by grep over .go source rather than go.mod — passes on all four repositories it names: cloud, gateway, visor and ai each return zero. The shipped exemplar is cloud/telemetry.go:79, whose defaultZapEndpoint is the collector's ZAP-native OTLP receiver rather than OTLP-HTTP :4318 or OTLP-gRPC :4317
go:0122	shipped	~/work/zap/zip (module github.com/zap-proto/zip) is the framework: host.go:52 Serve builds, validates, freezes and starts the listeners, and transport.go turns transport into a scheme value under one Listen verb. cloud/cmd/cloud/main.go links it plus the manifest and nothing of the apps. Do not read hanzo/zip for this: hanzo/zip/DEPRECATED.md:1 says that fork "is dead… must not be imported", and its ZAPListen returns "zip: ZAP wire dispatch not yet implemented". The HIP's own measurement of the host is stale — it cites subsystems/subsystems.go and a clients/ plugin tree, and cloud has no subsystems/ directory
go:0125	partial	placement exists and is not consensus-backed. cloud/shardrouter.go pins an org to one pod by rendezvous hashing through hanzoai/ha, and cloud imports no luxfi/consensus package at all. There is also no cloud.Register(name, order, fn): the composition root is the generated manifest plus zip.Load
go:0128	shipped	cloud/apps/web3/web3.go:151 registers typed ops on the zip router, and that one registry projects the OpenAPI document, the CLI tree and the command palette — openapi/command.go hands the rendered document to zip.CommandsFromSpec rather than deriving a second command model
go:0129	partial	cloud/plugin/eval/main.go:20 serves 16 operations, but not the surface HIP-0129 §3 fixes. The HIP is singular throughout — /v1/eval/{dataset,judge,rubric,experiment,run,score,queue,health} — and the router carries plural and different nouns: datasets, datasets/{name}, datasets/{name}/items, evaluators, rubrics, runs, scores, traces (cloud/plugin/eval/openapi.json). judge, experiment, queue and health have no route under either spelling. /v1/eval/metrics is served, which §2 says must move to o11y; the HIP records that itself at line 82 — "still served today, so the move is owed, not done"
go:0130	partial	there is no cloud/ee/ directory. The split is two repositories — cloud (145 apps/) and cloud-oss (one app, same module path) — with the product planes injected through cloud/types/types.go:311 IAMClient and its siblings. The HIP's "three tiers and stays one codebase" is not what shipped
go:0132	partial	POST /v1/event is the one ingest (cloud/apps/event) and cloud/telemetry.go installs a single tracer provider that routes co-resident or over the ZAP wire from one Send. The flat single-schema store that replaces the nine databases is not evidenced in Go
go:0133	partial	the placement unit is the ORG, not an entity group: cloud/shardrouter.go pins org to pod by highest-random-weight and orgdb.go opens per-org stores through internal/org durability. No group manifest, no sub-org locality, no splitting, no promotion
go:0134	shipped	~/work/zap/zip/call.go:125 SocketPath is the one name-to-<RuntimeDir>/<name>.sock mapping and zip/load.go starts each child on its own private 0700 socket, so there is no plugin TCP port to authenticate. Identity is established once, at cloud/middleware_identity.go:228 SanitizeIdentity
go:0136	partial	cloud/apps/platform/secrets.go:135 kmsSecretRef derives orgs/<org>/platform/<app>/<KEY> and is injective in (org, app, key), which is the derivability the HIP is for. The environment coordinate is dropped (env=default), so the path in use is not the <org>/<app>/<NAME>@<env> the HIP specifies
go:0139	shipped	every gate the HIP names exists as a test rather than as prose. cloud/manifest/apps.go is the one place a capability's name and prefixes are decided; cloud/manifest/number.go carries the singular-canonical rule with the plural rewritten at the door, held by number_test.go:15, :52 and :85, the last of which refuses an alias that shadows a canonical prefix; cloud/manifest/router_test.go:273 asks the composed router where every served path goes; and cloud/openapi/misfiled.txt is the shrink-only ratchet for an address answered by an app not named in it — it now carries no entries, and openapi/misfiled_test.go:54 refuses a pair the file does not carry. In this repository the gate is scripts/coverage.py over capability-coverage.txt
go:0142	none	Draft. No hanzo.yml under ~/work/hanzo carries a `kind:` key and no Go parses one — hanzoai/ci reads exactly one block, the image block at ci/declared.go:25, and nothing else
go:0300	shipped	cloud/fleet/mcp.go:141 Use serves the fleet's POST /v1/mcp on the host and signposts the per-plugin framework path; manifest/door/door.go:14 pins the address so the challenge and the served route cannot disagree
go:0302	partial	replicate ships the encrypted SQLite half — replica_encrypt_test.go, replicate_e2e_encrypt_test.go, the age envelope in replica.go. The ZapDB incremental-backup engine the HIP names as its second storage engine has no Go in the repository
go:0306	shipped	~/go/pkg/mod/github.com/luxfi/aml@v0.3.5 is a Go module with pkg/{rules,sanctions,cases,screen,retention,replay,velocity} — the control families the HIP traces to named instruments
go:0412	partial	a Go operator for this kind exists, under a different API group: nchain/api/v1alpha1/gateway_types.go with internal/controller/gateway_controller.go and config/crd/bases/nchain.hanzo.ai_gateways.yaml — nchain.hanzo.ai/v1alpha1, not the hanzo.ai/v1 the HIP pins, whose named reconciler is Rust
go:0414	partial	nchain/internal/controller/network_controller.go:21 NetworkReconciler composes child NodeCluster, Chain, Indexer, Explorer, Bridge and Gateway CRs from api/v1alpha1/network_types.go:75 NetworkSpec, with generated CRD YAML — same group mismatch as HIP-0412
go:0418	partial	nchain/api/v1alpha1/indexer_types.go:8 IndexerSpec (chainRef, nodeClusterRef, storage) with internal/controller/indexer_controller.go and generated nchain.hanzo.ai_indexers.yaml. The HIP routes the kind through the Rust service.rs facade instead
go:0419	partial	nchain/api/v1alpha1/explorer_types.go with internal/controller/explorer_controller.go, explorer_controller_test.go and generated nchain.hanzo.ai_explorers.yaml — again under nchain.hanzo.ai/v1alpha1
go:0512	partial	cloud/apps/experiment serves GET and POST /v1/experiment plus /:id, /:id/assign, /:id/analyze and /:id/decide (zipdoc_gen.go:10-134). The aggregates the HIP specifies — /v1/experiment/total, /project and /artifact — are absent
go:0516	shipped	cloud/plugin/translate/main.go:20 is the app binary and manifest/apps.go:518 the fleet row that routes /v1/translate; its own router projection cloud/plugin/translate/openapi.json publishes 3 operations, and every route HIP-0516 names resolves in the composed fleet document cloud/private.yaml
go:0518	shipped	~/go/pkg/mod/github.com/luxfi/aml@v0.3.5/pkg/api/routes.go:201-211 registers POST /v1/aml/transactions, the case lifecycle, GET /v1/aml/rules and POST /v1/aml/rules/test — the surface the HIP specifies, in Go, in a module cloud's go.mod pins but never imports
go:0519	shipped	cloud/middleware_identity.go:228 SanitizeIdentity is the one verification site, and the shard router runs immediately after it because the org is only trustworthy once minted there — which is the property this HIP is about
go:0520	partial	the pinned-but-stateless cloud tier is real (cloud/shardrouter.go, highest-random-weight over ha.Owner) and plugins are reached over ZAP on a unix socket. The separate gateway tier is not what runs: HIP-0519 records the standalone gateway retired with Traefik fronting cloud, so the three-tier topology is one tier short in practice
go:0521	none	status Final, and the parent/descendant predicate the HIP places in hanzoai/authz is absent. authz/grant.go models path-prefix scoping only — "a child never covers its parent" — which is resource nesting, not org lineage. The HIP's own §136 concedes "Not yet implemented"
go:0522	partial	cloud/apps/graph/typed.go:43 serves assert, read, resolve, neighbors, search and vocabulary over a bitemporal fact store. The decision plane the HIP specifies — /v1/graph/decisions, /v1/graph/edges, /{id}/why and /v1/graph/provenance — is not registered
go:0523	partial	cloud/apps/channels/envelope.go:61 Room is the envelope's room type with validated kinds, but the one store the HIP asks for does not exist: apps/channels, apps/team and apps/agents each hold a separate half of a conversation, which is the fragmentation the HIP documents as the problem
go:0524	partial	cloud/apps/agents is Go and runs attributable runs (store.go Run.Actor), but the agent row is keyed by (org, name) with no user field and the store is one file per org, so the per-person agent the HIP requires cannot be represented. SeedPersonalities seeds an org, not a person
go:0902	none	status Final, and no Go runs git ref updates through luxfi/consensus. git (module github.com/hanzoai/git) imports no consensus package, so the agreement half of the proposal is unimplemented
go:1000	shipped	cloud/plugin/author/main.go:20 is the app binary and manifest/apps.go:455 the fleet row that routes /v1/admin/author, /v1/author; its own router projection cloud/plugin/author/openapi.json publishes 11 operations, all of which resolve in the composed fleet document cloud/private.yaml. HIP-1000 fixes the capability rather than enumerating route literals, so the projection is the surface
go:1001	shipped	cloud/plugin/books/main.go:20 is the app binary and manifest/apps.go:469 the fleet row that routes /v1/books/accounts, /v1/books/ask and 19 more; its own router projection cloud/plugin/books/openapi.json publishes 25 operations, and every route HIP-1001 names resolves in the composed fleet document cloud/private.yaml
go:1004	shipped	cloud/plugin/licensing/main.go:22 is the app binary and manifest/apps.go:137 the fleet row that routes /v1/licensing; its own router projection cloud/plugin/licensing/openapi.json publishes 11 operations, all of which resolve in the composed fleet document cloud/private.yaml. HIP-1004 fixes the capability rather than enumerating route literals, so the projection is the surface
go:1020	shipped	cloud/apps/web3/web3.go:151-152 serves GET /v1/web3/chains and /chains/:chain from the operator-declared registry, and web3_test.go:86 pins that the registry never leaks the upstream URL
go:1021	shipped	cloud/apps/web3/web3.go:153 POST /v1/web3/rpc/:chain forwards the JSON-RPC call to the resolved upstream and returns it unchanged; o.resolve gates it to ids that appear in the registry, which is the open-relay boundary the HIP is mostly about
go:1022	shipped	cloud/apps/web3/web3.go:350 tokens issues exactly one eth_getBalance and returns only Native — the refusal to enumerate fungible or non-fungible positions is implemented as absence, as specified
go:1030	shipped	cloud/openapi/openapi.go:1 — the document is projected from the live zip/fiber router through app.Fiber().GetRoutes(), so there is no second route registry to drift from; the fleet composition is openapi/fleet.go UseFleet over the 127 per-app subsets, and /v1/openapi.json and /v1/openapi/commands both resolve in cloud/private.yaml
go:1040	shipped	cloud/apps/account/appearance.go:82 getAppearance and :105 setAppearance persist text size, density and accent on the IAM account rather than in the browser
go:1041	shipped	cloud/plugin/authz/main.go:60 is the app binary and manifest/apps.go:99 the fleet row that routes /v1/authz/check, /v1/authz/health and 2 more; its own router projection cloud/plugin/authz/openapi.json publishes 3 operations, and every route HIP-1041 names resolves in the composed fleet document cloud/private.yaml
go:1042	shipped	cloud/apps/account/avatar.go:147 putAvatar content-addresses the bytes — the key ends in the SHA-256 — and :254 getAvatar reads without credentials, both properties the HIP argues for
go:1043	shipped	cloud/apps/account/csrf.go:82 CSRF mints a keyed MAC over the validated identity plus a timestamp; :104 RequireCSRF and :144 RequireCSRFOnSpend apply it, the latter reusing cloud.Intent so every paid seam is covered
go:1044	shipped	the SuperAdmin cross-tenant org-settings row is served in Go at ai/controllers/zap_verticals-and-misc.go:130 — registerGatewayRoute behind the zapMiscAuthz gate, with ?owner selecting the subject org — at /v1/ai/org/settings rather than the bare /v1/org the HIP names
go:1045	shipped	cloud/apps/account/onboarding.go with account.go's onboardResp carries the FIRST-RUN and ADDITIONAL distinction and mints the org's first credential once — AccessSecret is returned on the minting response only
go:1046	shipped	cloud/plugin/risk/main.go:33 serves 11 operations — features, learn, policy, score, search, search/{id}, state, state/model and the app's own real health probe (OwnsHealth, so the generic always-ok liveness route cannot shadow it, manifest/apps.go:271). The HIP's §10 aside places labels, reference and datasets at nested /v1/risk/* addresses; the manifest gives each its own root (/v1/label, /v1/reference, /v1/dataset), which is what HIP-1261 and HIP-1262 specify and what the HIP says the code follows
go:1047	shipped	cloud/plugin/security/main.go:20 is the app binary and manifest/apps.go:383 the fleet row that routes /v1/security; its own router projection cloud/plugin/security/openapi.json publishes 7 operations, and every route HIP-1047 names resolves in the composed fleet document cloud/private.yaml
go:1048	shipped	cloud/plugin/team/main.go:20 is the app binary and manifest/apps.go:399 the fleet row that routes /v1/team; its own router projection cloud/plugin/team/openapi.json publishes 23 operations, all of which resolve in the composed fleet document cloud/private.yaml. HIP-1048 fixes the capability rather than enumerating route literals, so the projection is the surface
go:1049	shipped	cloud/plugin/validator/main.go:26 is the app binary and manifest/apps.go:296 the fleet row that routes /v1/validator; its own router projection cloud/plugin/validator/openapi.json publishes 4 operations, and every route HIP-1049 names resolves in the composed fleet document cloud/private.yaml
go:1060	shipped	cloud/plugin/pubsub/main.go:20 is the app binary and manifest/apps.go:51 the fleet row that routes /v1/pubsub; its own router projection cloud/plugin/pubsub/openapi.json publishes 2 operations, all of which resolve in the composed fleet document cloud/private.yaml. HIP-1060 fixes the capability rather than enumerating route literals, so the projection is the surface
go:1061	shipped	cloud/plugin/mq/main.go:22 is the app binary and manifest/apps.go:65 the fleet row that routes /v1/mq; its own router projection cloud/plugin/mq/openapi.json publishes 15 operations, all of which resolve in the composed fleet document cloud/private.yaml. HIP-1061 fixes the capability rather than enumerating route literals, so the projection is the surface
go:1062	shipped	cloud/plugin/tasks/main.go:24 is the app binary and manifest/apps.go:478 the fleet row that routes /v1/tasks; its own router projection cloud/plugin/tasks/openapi.json publishes 10 operations, all of which resolve in the composed fleet document cloud/private.yaml. HIP-1062 fixes the capability rather than enumerating route literals, so the projection is the surface
go:1063	partial	cloud/plugin/auto/main.go:20 serves 17 operations covering connectors, flows, versions, runs and schedules. /v1/auto/pieces — the upstream-vocabulary alias the HIP requires beside /v1/auto/connectors so a client written against that contract needs no translation — is not registered
go:1064	shipped	cloud/plugin/flow/main.go:22 is the app binary and manifest/apps.go:488 the fleet row that routes /v1/flow; its own router projection cloud/plugin/flow/openapi.json publishes 8 operations, and every route HIP-1064 names resolves in the composed fleet document cloud/private.yaml
go:1065	shipped	cloud/apps/integrations/connectors.go:46 connectorRoutes with :560 refreshConn, :606 tokenConn and :653 dropConn — the per-user credential plane sharing the org registry and store, keyed by user
go:1066	shipped	cloud/plugin/channels/main.go:20 is the app binary and manifest/apps.go:410 the fleet row that routes /v1/channels; its own router projection cloud/plugin/channels/openapi.json publishes 9 operations, all of which resolve in the composed fleet document cloud/private.yaml. HIP-1066 fixes the capability rather than enumerating route literals, so the projection is the surface
go:1067	shipped	cloud/plugin/destination/main.go:20 is the app binary and manifest/apps.go:389 the fleet row that routes /v1/destination; its own router projection cloud/plugin/destination/openapi.json publishes 5 operations, all of which resolve in the composed fleet document cloud/private.yaml. HIP-1067 fixes the capability rather than enumerating route literals, so the projection is the surface
go:1069	shipped	cloud/plugin/tel/main.go:23 is the app binary and manifest/apps.go:479 the fleet row that routes /v1/tel; its own router projection cloud/plugin/tel/openapi.json publishes 10 operations, all of which resolve in the composed fleet document cloud/private.yaml. HIP-1069 fixes the capability rather than enumerating route literals, so the projection is the surface
go:1100	shipped	cloud/plugin/ad/main.go:20 is the app binary and manifest/apps.go:294 the fleet row that routes /v1/ad; its own router projection cloud/plugin/ad/openapi.json publishes 7 operations, and every route HIP-1100 names resolves in the composed fleet document cloud/private.yaml
go:1101	shipped	cloud/plugin/allowance/main.go:22 is the app binary and manifest/apps.go:180 the fleet row that routes /v1/allowance; its own router projection cloud/plugin/allowance/openapi.json publishes 1 operations, all of which resolve in the composed fleet document cloud/private.yaml. HIP-1101 fixes the capability rather than enumerating route literals, so the projection is the surface
go:1102	shipped	cloud/plugin/ask/main.go:20 is the app binary and manifest/apps.go:517 the fleet row that routes /v1/ask; its own router projection cloud/plugin/ask/openapi.json publishes 2 operations, and every route HIP-1102 names resolves in the composed fleet document cloud/private.yaml
go:1103	shipped	cloud/apps/auditlog/auditlog.go:27-30 states the mechanism HIP-1103 specifies and the code carries it: the Go package registers as "auditlog" so serve.go's generic GET /v1/<name>/health parks at /v1/auditlog/health and cannot shadow the trail, and order 144 binds /v1/audit before the ai subsystem's /v1/* catch-all at 150. GET /v1/audit is the one typed customer operation (cloud/plugin/audit/openapi.json)
go:1104	shipped	cloud/plugin/base/main.go:20 is the app binary and manifest/apps.go:90 the fleet row that routes /v1/base, /v1/waitlist; its own router projection cloud/plugin/base/openapi.json publishes 3 operations, and every route HIP-1104 names resolves in the composed fleet document cloud/private.yaml
go:1105	shipped	cloud/plugin/benchmark/main.go:20 is the app binary and manifest/apps.go:466 the fleet row that routes /v1/benchmark; its own router projection cloud/plugin/benchmark/openapi.json publishes 9 operations, and every route HIP-1105 names resolves in the composed fleet document cloud/private.yaml
go:1106	shipped	cloud/plugin/blueprint/main.go:20 is the app binary and manifest/apps.go:220 the fleet row that routes /v1/blueprint; its own router projection cloud/plugin/blueprint/openapi.json publishes 3 operations, and every route HIP-1106 names resolves in the composed fleet document cloud/private.yaml
go:1107	shipped	cloud/plugin/bot/main.go:36 is the app binary and manifest/apps.go:447 the fleet row that routes /v1/bot; its own router projection cloud/plugin/bot/openapi.json publishes 8 operations, and every route HIP-1107 names resolves in the composed fleet document cloud/private.yaml
go:1110	shipped	cloud/plugin/campaign/main.go:20 is the app binary and manifest/apps.go:295 the fleet row that routes /v1/campaign; its own router projection cloud/plugin/campaign/openapi.json publishes 11 operations, all of which resolve in the composed fleet document cloud/private.yaml. HIP-1110 fixes the capability rather than enumerating route literals, so the projection is the surface
go:1111	shipped	cloud/plugin/captable/main.go:20 is the app binary and manifest/apps.go:343 the fleet row that routes /v1/captable; its own router projection cloud/plugin/captable/openapi.json publishes 31 operations, all of which resolve in the composed fleet document cloud/private.yaml. HIP-1111 fixes the capability rather than enumerating route literals, so the projection is the surface
go:1112	shipped	cloud/plugin/catalog/main.go:20 is the app binary and manifest/apps.go:427 the fleet row that routes /v1/catalog; its own router projection cloud/plugin/catalog/openapi.json publishes 1 operations, all of which resolve in the composed fleet document cloud/private.yaml. HIP-1112 fixes the capability rather than enumerating route literals, so the projection is the surface
go:1113	shipped	cloud/plugin/cloudflare/main.go:20 is the app binary and manifest/apps.go:390 the fleet row that routes /v1/cloudflare; its own router projection cloud/plugin/cloudflare/openapi.json publishes 33 operations, all of which resolve in the composed fleet document cloud/private.yaml. HIP-1113 fixes the capability rather than enumerating route literals, so the projection is the surface
go:1114	shipped	cloud/plugin/code/main.go:20 is the app binary and its projection publishes the search and symbol operations over /v1/code. /v1/code/lsp has no route, which the HIP requires: it says that address "is NOT this capability" — live code intelligence is HIP-1214's lsp, at /v1/lsp
go:1115	shipped	cloud/plugin/compliance/main.go:27 is the app binary and manifest/apps.go:508 the fleet row that routes /v1/compliance; its own router projection cloud/plugin/compliance/openapi.json publishes 17 operations, and every route HIP-1115 names resolves in the composed fleet document cloud/private.yaml
go:1116	shipped	cloud/plugin/content/main.go:20 is the app binary and manifest/apps.go:229 the fleet row that routes /v1/content; its own router projection cloud/plugin/content/openapi.json publishes 6 operations, and every route HIP-1116 names resolves in the composed fleet document cloud/private.yaml
go:1117	shipped	cloud/plugin/crawl/main.go:28 is the app binary and manifest/apps.go:421 the fleet row that routes /v1/crawl; its own router projection cloud/plugin/crawl/openapi.json publishes 1 operations, all of which resolve in the composed fleet document cloud/private.yaml. HIP-1117 fixes the capability rather than enumerating route literals, so the projection is the surface
go:1120	partial	HIP-1120 says "Every route is under /v1/crm (manifest/apps.go:273)". There is no crm row in manifest/apps.go — line 273 is a comment inside the dataset row — and no /v1/crm path exists in cloud/private.yaml. The Go code is real but at another address: cloud/apps/crm/crm.go:1 declares companies, contacts, opportunities and applications as framework DocTypes in module "crm", registered by the blank import at cloud/plugin/framework/main.go:25 and served through the generic /v1/framework/* surface
go:1121	shipped	cloud/plugin/dataroom/main.go:21 is the app binary and manifest/apps.go:375 the fleet row that routes /v1/dataroom, /v1/admin/dataroom; its own router projection cloud/plugin/dataroom/openapi.json publishes 27 operations, all of which resolve in the composed fleet document cloud/private.yaml. HIP-1121 fixes the capability rather than enumerating route literals, so the projection is the surface
go:1122	shipped	cloud/plugin/deploy/main.go:20 is the app binary and manifest/apps.go:216 the fleet row that routes /v1/deploy/account/can-i, /v1/deploy/applications and 12 more; its own router projection cloud/plugin/deploy/openapi.json publishes 21 operations, and every route HIP-1122 names resolves in the composed fleet document cloud/private.yaml
go:1123	shipped	cloud/plugin/domain/main.go:27 is the app binary and manifest/apps.go:199 the fleet row that routes /v1/domain; its own router projection cloud/plugin/domain/openapi.json publishes 7 operations, all of which resolve in the composed fleet document cloud/private.yaml. HIP-1123 fixes the capability rather than enumerating route literals, so the projection is the surface
go:1124	shipped	cloud/plugin/engine/main.go:22 is the app binary and manifest/apps.go:489 the fleet row that routes /v1/engine; its own router projection cloud/plugin/engine/openapi.json publishes 4 operations, all of which resolve in the composed fleet document cloud/private.yaml. HIP-1124 fixes the capability rather than enumerating route literals, so the projection is the surface
